id,company_name,website_url,website_type,blacklisted
397,Sezzle,https://boards.greenhouse.io/sezzle,Greenhouse,False
398,Shift4,https://boards.greenhouse.io/shift4,Greenhouse,False
399,Short Story,https://boards.greenhouse.io/shortstory,Greenhouse,False
322,GoodTime,https://boards.greenhouse.io/goodtime,Greenhouse,False
404,slice,https://careers.smartrecruiters.com/slice1,SmartRecruiters,False
405,SNAP Inc,https://careers.smartrecruiters.com/SNAPInc1,SmartRecruiters,False
406,Snap! Mobile Inc.,https://boards.greenhouse.io/snapmobileinc,Greenhouse,False
407,Snow Software,https://careers.smartrecruiters.com/SnowSoftware,SmartRecruiters,False
409,Solidigm,https://careers.smartrecruiters.com/Solidigm,SmartRecruiters,False
410,SOMFY Group,https://careers.smartrecruiters.com/somfygroup,SmartRecruiters,False
411,Sonic Automotive,https://careers.smartrecruiters.com/SonicAutomotive,SmartRecruiters,False
412,Sopra Steria,https://careers.smartrecruiters.com/SopraSteria1,SmartRecruiters,False
413,Square,https://careers.smartrecruiters.com/Square,SmartRecruiters,False
414,Sterling Ledet & Associates Inc.,https://careers.smartrecruiters.com/LedetTrainingCenters,SmartRecruiters,False
415,STR,https://boards.greenhouse.io/systemstechnologyresearch,Greenhouse,False
416,Stripe,https://boards.greenhouse.io/embed/job_board?for=stripe,Greenhouse,False
417,Stripes,https://boards.greenhouse.io/stripes,Greenhouse,False
418,Submittable,https://boards.greenhouse.io/submittable,Greenhouse,False
419,Summit Funding,https://careers.smartrecruiters.com/SummitFunding1,SmartRecruiters,False
421,TA Digital,https://boards.greenhouse.io/tadigitalusa,Greenhouse,False
422,TA Digital,https://boards.greenhouse.io/tadigitalindia,Greenhouse,False
423,TED Conferences LLC,https://careers.smartrecruiters.com/TEDConferencesLLC,SmartRecruiters,False
424,The Information,https://boards.greenhouse.io/theinformation,Greenhouse,False
425,The Matian Firm APC,https://boards.greenhouse.io/matianfirm,Greenhouse,False
426,The Wonderful Company,https://careers.smartrecruiters.com/TheWonderfulCompany,SmartRecruiters,False
427,Thoropass,https://boards.greenhouse.io/thoropass,Greenhouse,False
428,TMS LLC,https://careers.smartrecruiters.com/TMSLLC,SmartRecruiters,False
429,Trackonomy,https://trackonomysystems.com/career-details/,Greenhouse,False
430,Transitional Care Management,https://careers.smartrecruiters.com/TransitionalCareManagement,SmartRecruiters,False
431,Trupanion,https://careers.smartrecruiters.com/Trupanion1,SmartRecruiters,False
246,Turing,https://boards.greenhouse.io/turing,Greenhouse,False
433,Twelve,https://boards.greenhouse.io/twelve,Greenhouse,False
436,Underdog Fantasy,https://boards.greenhouse.io/underdogfantasy,Greenhouse,False
437,Verisk,https://careers.smartrecruiters.com/Verisk,SmartRecruiters,False
438,Version 1,https://careers.smartrecruiters.com/Version1,SmartRecruiters,False
439,Veza Technologies Inc.,https://boards.greenhouse.io/veza,Greenhouse,False
440,Visa,https://careers.smartrecruiters.com/visa,SmartRecruiters,False
441,Visa,https://careers.smartrecruiters.com/Visa,SmartRecruiters,False
442,Vitol,https://careers.smartrecruiters.com/Vitol,SmartRecruiters,False
443,Vuori Inc,https://careers.smartrecruiters.com/VuoriInc,SmartRecruiters,False
444,Wellmark Inc.,https://careers.smartrecruiters.com/WellmarkInc,SmartRecruiters,False
445,Western Digital,https://careers.smartrecruiters.com/WesternDigital,SmartRecruiters,False
446,William Osler Health System,https://careers.smartrecruiters.com/WilliamOslerHealthSystem1,SmartRecruiters,False
267,American Cybersystems,https://careers.smartrecruiters.com/AmericanCybersystems,SmartRecruiters,False
394,School in the Square,https://boards.greenhouse.io/schoolinthesquare,Greenhouse,False
4,Accenture Federal Services,https://boards.greenhouse.io/accenturefederalservices,Greenhouse,False
303,Elbit Systems of America,https://careers.smartrecruiters.com/ElbitSystemsOfAmerica,SmartRecruiters,False
851,Figure,https://boards.greenhouse.io/figure,Greenhouse,False
321,Godolphin Management Co Ltd,https://careers.smartrecruiters.com/Godolphin,SmartRecruiters,False
350,MasterBrand Cabinets LLC,https://careers.smartrecruiters.com/MasterBrandCabinetsLLC,SmartRecruiters,False
400,Simpplr,https://boards.greenhouse.io/simpplr,Greenhouse,False
401,Singular,https://boards.greenhouse.io/singular,Greenhouse,False
402,Skechers,https://careers.smartrecruiters.com/Skechers1,SmartRecruiters,False
403,Skyward,https://careers.smartrecruiters.com/Skyward1,SmartRecruiters,False
408,Snyk,https://boards.greenhouse.io/snyk,Greenhouse,False
447,WNS Global Services,https://careers.smartrecruiters.com/WNSGlobalServices144,SmartRecruiters,False
448,Worldwide TechServices,https://careers.smartrecruiters.com/WorldwideTechServices,SmartRecruiters,False
449,Xplor,https://careers.smartrecruiters.com/Xplor,SmartRecruiters,False
450,Zeplin,https://boards.greenhouse.io/zeplin,Greenhouse,False
451,ZILLION TECHNOLOGIES INC,https://careers.smartrecruiters.com/ZILLIONTECHNOLOGIESINC,SmartRecruiters,False
452,Zip,https://boards.greenhouse.io/zip,Greenhouse,False
849,Goldbelly,https://boards.greenhouse.io/goldbelly,Greenhouse,False
850,Cardlytics,https://boards.greenhouse.io/cardlytics,Greenhouse,False
320,GNC,https://careers.smartrecruiters.com/GNC,SmartRecruiters,True
420,Systima Technologies,https://jobs.smartrecruiters.com,SmartRecruiters,True
